dataset,method,gene,score,essential
CRISPR.UMUC3,MAGeCK,KRT25,0.32884,0
CRISPR.UMUC3,MAGeCK,KRT9,0.13158000000000003,0
CRISPR.UMUC3,MAGeCK,PIWIL3,0.10782999999999998,0
CRISPR.UMUC3,MAGeCK,IL22,0.10301000000000005,0
CRISPR.UMUC3,MAGeCK,IL1F10,0.09950000000000003,0
CRISPR.UMUC3,MAGeCK,KRT74,0.09721000000000002,0
CRISPR.UMUC3,MAGeCK,RNASE9,0.08348999999999995,0
CRISPR.UMUC3,MAGeCK,FCRL4,0.03763000000000005,0
CRISPR.UMUC3,MAGeCK,PLA2G2E,0.03264,0
CRISPR.UMUC3,MAGeCK,ADH7,0.027000000000000024,0
CRISPR.UMUC3,MAGeCK,DMRTC2,0.02359,0
CRISPR.UMUC3,MAGeCK,TAS2R13,0.02153000000000005,0
CRISPR.UMUC3,MAGeCK,RPTN,0.013009999999999966,0
CRISPR.UMUC3,MAGeCK,DMRTB1,0.008349999999999969,0
CRISPR.UMUC3,MAGeCK,TAAR8,0.00821000000000005,0
CRISPR.UMUC3,MAGeCK,OR9Q2,0.007539999999999991,0
CRISPR.UMUC3,MAGeCK,POU4F2,0.005530000000000035,0
CRISPR.UMUC3,MAGeCK,CRYGB,0.004469999999999974,0
CRISPR.UMUC3,MAGeCK,NPHS2,0.0042400000000000215,0
CRISPR.UMUC3,MAGeCK,FAM71B,0.0038000000000000256,0
CRISPR.UMUC3,MAGeCK,MAGEB3,0.003349999999999964,0
CRISPR.UMUC3,MAGeCK,LHX5,0.0029400000000000537,0
CRISPR.UMUC3,MAGeCK,KRT77,0.002829999999999999,0
CRISPR.UMUC3,MAGeCK,CYP7A1,0.0022100000000000453,0
CRISPR.UMUC3,MAGeCK,OTUD6A,0.0020499999999999963,0
CRISPR.UMUC3,MAGeCK,CABP5,0.0019299999999999873,0
CRISPR.UMUC3,MAGeCK,OC90,0.0017899999999999583,0
CRISPR.UMUC3,MAGeCK,TAAR1,0.0013600000000000279,0
CRISPR.UMUC3,MAGeCK,VN1R2,0.0012799999999999478,0
CRISPR.UMUC3,MAGeCK,LUZP4,0.0010000000000000009,0
CRISPR.UMUC3,MAGeCK,NPSR1,7.700000000000484e-4,0
CRISPR.UMUC3,MAGeCK,NLRP5,4.4999999999995044e-4,0
CRISPR.UMUC3,MAGeCK,OR12D2,4.3999999999999595e-4,0
CRISPR.UMUC3,MAGeCK,RXFP2,3.9999999999995595e-4,0
CRISPR.UMUC3,MAGeCK,SAGE1,3.9000000000000146e-4,0
CRISPR.UMUC3,MAGeCK,OLIG2,2.1999999999999797e-4,0
CRISPR.UMUC3,MAGeCK,TGM6,1.4999999999998348e-4,0
CRISPR.UMUC3,MAGeCK,SPATA16,7.999999999996898e-5,0
CRISPR.UMUC3,MAGeCK,DEFB129,5.999999999994898e-5,0
CRISPR.UMUC3,MAGeCK,HTR3D,9.99999999995449e-6,0
CRISPR.UMUC3,MAGeCK,ABCG8,0,0
CRISPR.UMUC3,MAGeCK,OR52E8,0,0
CRISPR.UMUC3,MAGeCK,TAS2R9,0,0
CRISPR.UMUC3,MAGeCK,TRIM42,0,0
CRISPR.UMUC3,PBNPA,ABCG8,2.8493755602765347e-6,0
CRISPR.UMUC3,PBNPA,ADH7,0.05197246473950967,0
CRISPR.UMUC3,PBNPA,CABP5,0.013347734492899166,0
CRISPR.UMUC3,PBNPA,COPA,0.9999981183786012,1
CRISPR.UMUC3,PBNPA,COPB1,0.9999938689962327,1
CRISPR.UMUC3,PBNPA,COPS2,0.9980991212377842,1
CRISPR.UMUC3,PBNPA,COPS4,0.9998505309775293,1
CRISPR.UMUC3,PBNPA,COPS6,0.9814558541096737,1
CRISPR.UMUC3,PBNPA,COPS8,0.6168441171163946,1
CRISPR.UMUC3,PBNPA,COPZ1,0.8892638047422629,1
CRISPR.UMUC3,PBNPA,CRYGB,1.2517755550878196e-4,0
CRISPR.UMUC3,PBNPA,CYP7A1,0.0030882257422854,0
CRISPR.UMUC3,PBNPA,DEFB129,1.3859505209468104e-4,0
CRISPR.UMUC3,PBNPA,DMRTB1,0.01222561831092328,0
CRISPR.UMUC3,PBNPA,DMRTC2,0.1743241074925197,0
CRISPR.UMUC3,PBNPA,FAM71B,7.094842324750772e-8,0
CRISPR.UMUC3,PBNPA,FCRL4,0.06811227872075798,0
CRISPR.UMUC3,PBNPA,HTR3D,4.872113337928141e-5,0
CRISPR.UMUC3,PBNPA,IL1F10,0.1060221746770299,0
CRISPR.UMUC3,PBNPA,IL22,0.22952613605224303,0
CRISPR.UMUC3,PBNPA,KRT25,0.3937701518608069,0
CRISPR.UMUC3,PBNPA,KRT74,0.2306955076672591,0
CRISPR.UMUC3,PBNPA,KRT77,0.1397079617252852,0
CRISPR.UMUC3,PBNPA,KRT9,0.21596498732367408,0
CRISPR.UMUC3,PBNPA,LHX5,0.03357199667429689,0
CRISPR.UMUC3,PBNPA,LUZP4,5.575261186607783e-6,0
CRISPR.UMUC3,PBNPA,LYZL6,0.6146323939087681,0
CRISPR.UMUC3,PBNPA,MAGEB3,3.0616733079169567e-4,0
CRISPR.UMUC3,PBNPA,MRGPRD,0.31879770479940905,0
CRISPR.UMUC3,PBNPA,NLRP5,1.3242670952262614e-5,0
CRISPR.UMUC3,PBNPA,NPHS2,0.051011207466959085,0
CRISPR.UMUC3,PBNPA,NPSR1,6.507698102375947e-5,0
CRISPR.UMUC3,PBNPA,NUP133,0.9889620219794751,1
CRISPR.UMUC3,PBNPA,NUP205,0.9878038509035647,1
CRISPR.UMUC3,PBNPA,NUP54,0.9695910158444605,1
CRISPR.UMUC3,PBNPA,NUP93,0.9999977015553693,1
CRISPR.UMUC3,PBNPA,NUP98,0.9240968731362197,1
CRISPR.UMUC3,PBNPA,OC90,0.00699360695849105,0
CRISPR.UMUC3,PBNPA,OLIG2,2.8882589842016415e-6,0
CRISPR.UMUC3,PBNPA,OR12D2,0.002536871140251473,0
CRISPR.UMUC3,PBNPA,OR52E8,8.46143825228296e-7,0
CRISPR.UMUC3,PBNPA,OR9Q2,0.007552684708511115,0
CRISPR.UMUC3,PBNPA,OTUD6A,0.0047573535794417365,0
CRISPR.UMUC3,PBNPA,PIWIL3,0.04186911550386052,0
CRISPR.UMUC3,PBNPA,PLA2G2E,0.011302551762145563,0
CRISPR.UMUC3,PBNPA,POLA1,0.9613925526919948,1
CRISPR.UMUC3,PBNPA,POLR2A,0.9941869293404227,1
CRISPR.UMUC3,PBNPA,POLR2D,0.9999675069173363,1
CRISPR.UMUC3,PBNPA,POLR2F,0.9883327211790909,1
CRISPR.UMUC3,PBNPA,POU4F2,3.108824162711965e-5,0
CRISPR.UMUC3,PBNPA,PSMA3,0.9935466140110876,1
CRISPR.UMUC3,PBNPA,PSMB2,1,1
CRISPR.UMUC3,PBNPA,PSMB3,0.7987755001173312,1
CRISPR.UMUC3,PBNPA,PSMC1,0.998490922319066,1
CRISPR.UMUC3,PBNPA,PSMC2,0.9940990358134817,1
CRISPR.UMUC3,PBNPA,PSMC4,0.9887259755111724,1
CRISPR.UMUC3,PBNPA,PSMD1,0.9882440793337545,1
CRISPR.UMUC3,PBNPA,PSMD11,0.9998998379789388,1
CRISPR.UMUC3,PBNPA,PSMD6,0.998763921008506,1
CRISPR.UMUC3,PBNPA,PSMD7,0.9999981183786012,1
CRISPR.UMUC3,PBNPA,RNASE9,0.05513720851491122,0
CRISPR.UMUC3,PBNPA,RPL11,0.9999981183786012,1
CRISPR.UMUC3,PBNPA,RPL18A,0.9999483843929551,1
CRISPR.UMUC3,PBNPA,RPL27,0.41693845500277715,1
CRISPR.UMUC3,PBNPA,RPL3,0.9223072021937491,1
CRISPR.UMUC3,PBNPA,RPL30,0.9268238628076617,1
CRISPR.UMUC3,PBNPA,RPL34,0.9999821830999857,1
CRISPR.UMUC3,PBNPA,RPL35A,1,1
CRISPR.UMUC3,PBNPA,RPL36,0.9999706977916927,1
CRISPR.UMUC3,PBNPA,RPL5,0.8908837000904422,1
CRISPR.UMUC3,PBNPA,RPL6,0.9987256372309065,1
CRISPR.UMUC3,PBNPA,RPL9,0.9980936851037578,1
CRISPR.UMUC3,PBNPA,RPS11,0.9734573066859901,1
CRISPR.UMUC3,PBNPA,RPS13,0.9999972938507422,1
CRISPR.UMUC3,PBNPA,RPS19,0.9999981183786012,1
CRISPR.UMUC3,PBNPA,RPS24,0.1620658594416764,1
CRISPR.UMUC3,PBNPA,RPS27,0.9483687699925545,1
CRISPR.UMUC3,PBNPA,RPS3A,0.9640434044256287,1
CRISPR.UMUC3,PBNPA,RPS7,0.28050123390923454,1
CRISPR.UMUC3,PBNPA,RPS8,0.9999927897836687,1
CRISPR.UMUC3,PBNPA,RPS9,0.9999938689962327,1
CRISPR.UMUC3,PBNPA,RPTN,0.05943332525144407,0
CRISPR.UMUC3,PBNPA,RXFP2,5.869436480641088e-4,0
CRISPR.UMUC3,PBNPA,SAGE1,4.166964504067616e-4,0
CRISPR.UMUC3,PBNPA,SPATA16,1.931535376531457e-6,0
CRISPR.UMUC3,PBNPA,TAAR1,0.0011833435949807347,0
CRISPR.UMUC3,PBNPA,TAAR8,1.52928955783338e-5,0
CRISPR.UMUC3,PBNPA,TAS2R13,0.002875584073811388,0
CRISPR.UMUC3,PBNPA,TAS2R9,2.5904785094787997e-8,0
CRISPR.UMUC3,PBNPA,TGM6,6.816327125532817e-4,0
CRISPR.UMUC3,PBNPA,TPH2,0.10676371485865765,0
CRISPR.UMUC3,PBNPA,TRIM42,1.6576386929756382e-9,0
CRISPR.UMUC3,PBNPA,VN1R2,2.2050289465447293e-6,0
CRISPR.UMUC3,PinAPL-py,COPA,152.558842063,1
CRISPR.UMUC3,PinAPL-py,COPB1,221.048168927,1
CRISPR.UMUC3,PinAPL-py,COPS4,221.048168927,1
CRISPR.UMUC3,PinAPL-py,NUP93,221.048168927,1
CRISPR.UMUC3,PinAPL-py,POLR2D,221.048168927,1
CRISPR.UMUC3,PinAPL-py,PSMB2,221.048168927,1
CRISPR.UMUC3,PinAPL-py,PSMC2,151.823392503,1
CRISPR.UMUC3,PinAPL-py,PSMD11,221.048168927,1
CRISPR.UMUC3,PinAPL-py,PSMD6,221.048168927,1
CRISPR.UMUC3,PinAPL-py,PSMD7,221.048168927,1
CRISPR.UMUC3,PinAPL-py,RPL11,221.048168927,1
CRISPR.UMUC3,PinAPL-py,RPS13,221.048168927,1
CRISPR.UMUC3,PinAPL-py,RPS19,221.048168927,1
CRISPR.UMUC3,PinAPL-py,RPS9,221.048168927,1
CRISPR.UMUC3,PinAPL-py,NUP98,84.5602745844,1
CRISPR.UMUC3,PinAPL-py,RPL9,84.5602745844,1
CRISPR.UMUC3,PinAPL-py,RPS8,84.5602745844,1
CRISPR.UMUC3,PinAPL-py,PSMD1,83.8574788108,1
CRISPR.UMUC3,PinAPL-py,COPZ1,83.5753216142,1
CRISPR.UMUC3,PinAPL-py,RPL36,83.5753216142,1
CRISPR.UMUC3,PinAPL-py,COPS6,80.576237131,1
CRISPR.UMUC3,PinAPL-py,POLR2A,15.9475605822,1
CRISPR.UMUC3,PinAPL-py,RPL35A,15.08599475,1
CRISPR.UMUC3,PinAPL-py,POLR2F,14.8953743904,1
CRISPR.UMUC3,PinAPL-py,PSMC1,14.2326601185,1
CRISPR.UMUC3,PinAPL-py,RPL18A,13.4363447409,1
CRISPR.UMUC3,PinAPL-py,NUP205,12.5793029721,1
CRISPR.UMUC3,PinAPL-py,NUP54,12.0648105944,1
CRISPR.UMUC3,PinAPL-py,RPL3,11.6493926327,1
CRISPR.UMUC3,PinAPL-py,PSMA3,10.7799712803,1
CRISPR.UMUC3,PinAPL-py,NUP133,10.3959192805,1
CRISPR.UMUC3,PinAPL-py,COPS8,9.44967570817,1
CRISPR.UMUC3,PinAPL-py,RPL34,8.98545126558,1
CRISPR.UMUC3,PinAPL-py,POLA1,8.7914667336,1
CRISPR.UMUC3,PinAPL-py,COPS2,8.71685772724,1
CRISPR.UMUC3,PinAPL-py,RPS11,7.9969300518,1
CRISPR.UMUC3,PinAPL-py,PSMC4,6.59236843825,1
CRISPR.UMUC3,PinAPL-py,RPL30,6.18912432918,1
CRISPR.UMUC3,PinAPL-py,RPL5,4.91234993195,1
CRISPR.UMUC3,PinAPL-py,PSMB3,1.59147449952,1
CRISPR.UMUC3,PinAPL-py,RPL27,0.497626407105,1
CRISPR.UMUC3,PinAPL-py,RPS3A,0.330560181878,1
CRISPR.UMUC3,PinAPL-py,ABCG8,-0,0
CRISPR.UMUC3,PinAPL-py,ADH7,-0,0
CRISPR.UMUC3,PinAPL-py,CABP5,-0,0
CRISPR.UMUC3,PinAPL-py,CRYGB,-0,0
CRISPR.UMUC3,PinAPL-py,CYP7A1,-0,0
CRISPR.UMUC3,PinAPL-py,DEFB129,-0,0
CRISPR.UMUC3,PinAPL-py,DMRTB1,-0,0
CRISPR.UMUC3,PinAPL-py,DMRTC2,-0,0
CRISPR.UMUC3,PinAPL-py,FAM71B,-0,0
CRISPR.UMUC3,PinAPL-py,FCRL4,-0,0
CRISPR.UMUC3,PinAPL-py,HTR3D,-0,0
CRISPR.UMUC3,PinAPL-py,IL1F10,-0,0
CRISPR.UMUC3,PinAPL-py,IL22,-0,0
CRISPR.UMUC3,PinAPL-py,KRT25,-0,0
CRISPR.UMUC3,PinAPL-py,KRT74,-0,0
CRISPR.UMUC3,PinAPL-py,KRT77,-0,0
CRISPR.UMUC3,PinAPL-py,KRT9,-0,0
CRISPR.UMUC3,PinAPL-py,LHX5,-0,0
CRISPR.UMUC3,PinAPL-py,LUZP4,-0,0
CRISPR.UMUC3,PinAPL-py,LYZL6,-0,0
CRISPR.UMUC3,PinAPL-py,MAGEB3,-0,0
CRISPR.UMUC3,PinAPL-py,MRGPRD,-0,0
CRISPR.UMUC3,PinAPL-py,NLRP5,-0,0
CRISPR.UMUC3,PinAPL-py,NPHS2,-0,0
CRISPR.UMUC3,PinAPL-py,NPSR1,-0,0
CRISPR.UMUC3,PinAPL-py,OC90,-0,0
CRISPR.UMUC3,PinAPL-py,OLIG2,-0,0
CRISPR.UMUC3,PinAPL-py,OR12D2,-0,0
CRISPR.UMUC3,PinAPL-py,OR52E8,-0,0
CRISPR.UMUC3,PinAPL-py,OR9Q2,-0,0
CRISPR.UMUC3,PinAPL-py,OTUD6A,-0,0
CRISPR.UMUC3,PinAPL-py,PIWIL3,-0,0
CRISPR.UMUC3,PinAPL-py,PLA2G2E,-0,0
CRISPR.UMUC3,PinAPL-py,POU4F2,-0,0
CRISPR.UMUC3,PinAPL-py,RNASE9,-0,0
CRISPR.UMUC3,PinAPL-py,RPL6,-0,1
CRISPR.UMUC3,PinAPL-py,RPS24,-0,1
CRISPR.UMUC3,PinAPL-py,RPS27,-0,1
CRISPR.UMUC3,PinAPL-py,RPS7,-0,1
CRISPR.UMUC3,PinAPL-py,RPTN,-0,0
CRISPR.UMUC3,PinAPL-py,RXFP2,-0,0
CRISPR.UMUC3,PinAPL-py,SAGE1,-0,0
CRISPR.UMUC3,PinAPL-py,SPATA16,-0,0
CRISPR.UMUC3,PinAPL-py,TAAR1,-0,0
CRISPR.UMUC3,PinAPL-py,TAAR8,-0,0
CRISPR.UMUC3,PinAPL-py,TAS2R13,-0,0
CRISPR.UMUC3,PinAPL-py,TAS2R9,-0,0
CRISPR.UMUC3,PinAPL-py,TGM6,-0,0
CRISPR.UMUC3,PinAPL-py,TPH2,-0,0
CRISPR.UMUC3,PinAPL-py,TRIM42,-0,0
CRISPR.UMUC3,PinAPL-py,VN1R2,-0,0
CRISPR.UMUC3,ScreenBEAM,RPL11,0.5471212130156908,1
CRISPR.UMUC3,ScreenBEAM,PSMB2,0.3254488732857334,1
CRISPR.UMUC3,ScreenBEAM,NUP93,0.47761701958847863,1
CRISPR.UMUC3,ScreenBEAM,PSMD7,0.2705750987754168,1
CRISPR.UMUC3,ScreenBEAM,RPS19,0.36838924422608776,1
CRISPR.UMUC3,ScreenBEAM,COPA,0.47854916159815136,1
CRISPR.UMUC3,ScreenBEAM,RPS13,0.34802179915616155,1
CRISPR.UMUC3,ScreenBEAM,COPB1,0.38049507529087195,1
CRISPR.UMUC3,ScreenBEAM,RPL35A,0.6035812910694173,1
CRISPR.UMUC3,ScreenBEAM,PSMD11,0.34942673498196763,1
CRISPR.UMUC3,ScreenBEAM,RPL36,0.5336411636952808,1
CRISPR.UMUC3,ScreenBEAM,RPL18A,0.3189670906167053,1
CRISPR.UMUC3,ScreenBEAM,RPS8,0.4177205850411881,1
CRISPR.UMUC3,ScreenBEAM,RPL9,0.5666111725092581,1
CRISPR.UMUC3,ScreenBEAM,RPL34,0.45869059624170627,1
CRISPR.UMUC3,ScreenBEAM,COPS4,0.34001640987062626,1
CRISPR.UMUC3,ScreenBEAM,POLR2D,0.33240929041737627,1
CRISPR.UMUC3,ScreenBEAM,RPS9,0.5351669956408548,1
CRISPR.UMUC3,ScreenBEAM,POLR2A,0.535601954051908,1
CRISPR.UMUC3,ScreenBEAM,PSMD6,0.21626383556961654,1
CRISPR.UMUC3,ScreenBEAM,PSMA3,0.43598464517204744,1
CRISPR.UMUC3,ScreenBEAM,PSMC4,0.3569714598478676,1
CRISPR.UMUC3,ScreenBEAM,RPL6,0.6295019664134665,1
CRISPR.UMUC3,ScreenBEAM,COPS2,0.3778419357978662,1
CRISPR.UMUC3,ScreenBEAM,PSMC1,0.344648183302587,1
CRISPR.UMUC3,ScreenBEAM,RPS11,0.4294588521880149,1
CRISPR.UMUC3,ScreenBEAM,PSMB3,0.4853218563837834,1
CRISPR.UMUC3,ScreenBEAM,NUP205,0.32901982694252874,1
CRISPR.UMUC3,ScreenBEAM,NUP54,0.31807474355752896,1
CRISPR.UMUC3,ScreenBEAM,COPZ1,0.29483404468112717,1
CRISPR.UMUC3,ScreenBEAM,RPL5,0.40145390257704133,1
CRISPR.UMUC3,ScreenBEAM,POLA1,0.40112442306469887,1
CRISPR.UMUC3,ScreenBEAM,PSMC2,0.2180713137858205,1
CRISPR.UMUC3,ScreenBEAM,POLR2F,0.2625443830554197,1
CRISPR.UMUC3,ScreenBEAM,RPL30,0.3813869033697244,1
CRISPR.UMUC3,ScreenBEAM,RPS3A,0.23778354349870673,1
CRISPR.UMUC3,ScreenBEAM,COPS6,0.25321773911110373,1
CRISPR.UMUC3,ScreenBEAM,NUP133,0.35748013018867575,1
CRISPR.UMUC3,ScreenBEAM,PSMD1,0.23972165854469443,1
CRISPR.UMUC3,ScreenBEAM,RPL3,0.20422963810956682,1
CRISPR.UMUC3,ScreenBEAM,RPL27,0.3846300067563691,1
CRISPR.UMUC3,ScreenBEAM,COPS8,0.23817461144126992,1
CRISPR.UMUC3,ScreenBEAM,NUP98,0.15898598754071225,1
CRISPR.UMUC3,ScreenBEAM,RPS27,0.14483271309596596,1
CRISPR.UMUC3,ScreenBEAM,RPS24,0.2230481781595507,1
CRISPR.UMUC3,ScreenBEAM,LYZL6,0.07470228880850198,0
CRISPR.UMUC3,ScreenBEAM,RPS7,0.21946910127997601,1
CRISPR.UMUC3,ScreenBEAM,KRT25,0.07281977123946289,0
CRISPR.UMUC3,ScreenBEAM,MRGPRD,0.0744371069559547,0
CRISPR.UMUC3,ScreenBEAM,TPH2,0.08892354906238012,0
CRISPR.UMUC3,ScreenBEAM,KRT74,0.05944900103517656,0
CRISPR.UMUC3,ScreenBEAM,KRT9,0.07411225629150588,0
CRISPR.UMUC3,ScreenBEAM,DMRTC2,0.05160810207909341,0
CRISPR.UMUC3,ScreenBEAM,PIWIL3,0.07730348635559636,0
CRISPR.UMUC3,ScreenBEAM,IL22,0.0841845092307113,0
CRISPR.UMUC3,ScreenBEAM,RPTN,0.08679247515290459,0
CRISPR.UMUC3,ScreenBEAM,FCRL4,0.080694231643045,0
CRISPR.UMUC3,ScreenBEAM,IL1F10,0.09006718466534526,0
CRISPR.UMUC3,ScreenBEAM,RNASE9,0.07927883004895238,0
CRISPR.UMUC3,ScreenBEAM,KRT77,0.06402170140209619,0
CRISPR.UMUC3,ScreenBEAM,NPHS2,0.05697357076569299,0
CRISPR.UMUC3,ScreenBEAM,ADH7,0.08931784349981332,0
CRISPR.UMUC3,ScreenBEAM,LHX5,0.07670778059354469,0
CRISPR.UMUC3,ScreenBEAM,OR9Q2,0.06435734231428064,0
CRISPR.UMUC3,ScreenBEAM,CABP5,0.05892504193903003,0
CRISPR.UMUC3,ScreenBEAM,DMRTB1,0.06497157721189471,0
CRISPR.UMUC3,ScreenBEAM,PLA2G2E,0.07422331763272054,0
CRISPR.UMUC3,ScreenBEAM,TAS2R13,0.0771149131105143,0
CRISPR.UMUC3,ScreenBEAM,CYP7A1,0.05826153574176324,0
CRISPR.UMUC3,ScreenBEAM,RXFP2,0.052641935620302116,0
CRISPR.UMUC3,ScreenBEAM,OR12D2,0.05108623794977317,0
CRISPR.UMUC3,ScreenBEAM,CRYGB,0.06273050996132737,0
CRISPR.UMUC3,ScreenBEAM,TAAR8,0.07838534806186569,0
CRISPR.UMUC3,ScreenBEAM,OTUD6A,0.07439533228084172,0
CRISPR.UMUC3,ScreenBEAM,TGM6,0.050968703071422594,0
CRISPR.UMUC3,ScreenBEAM,OC90,0.07577722575741148,0
CRISPR.UMUC3,ScreenBEAM,MAGEB3,0.07724774014812044,0
CRISPR.UMUC3,ScreenBEAM,NPSR1,0.05539531060825565,0
CRISPR.UMUC3,ScreenBEAM,SAGE1,0.047680134524343006,0
CRISPR.UMUC3,ScreenBEAM,VN1R2,0.07410089496438006,0
CRISPR.UMUC3,ScreenBEAM,TAAR1,0.062610121906067,0
CRISPR.UMUC3,ScreenBEAM,DEFB129,0.05462496167771418,0
CRISPR.UMUC3,ScreenBEAM,POU4F2,0.08055344984673359,0
CRISPR.UMUC3,ScreenBEAM,LUZP4,0.0582754335385133,0
CRISPR.UMUC3,ScreenBEAM,FAM71B,0.08107112107735776,0
CRISPR.UMUC3,ScreenBEAM,NLRP5,0.06650069655843724,0
CRISPR.UMUC3,ScreenBEAM,ABCG8,0.04185946686306654,0
CRISPR.UMUC3,ScreenBEAM,SPATA16,0.04276021445091245,0
CRISPR.UMUC3,ScreenBEAM,OLIG2,0.052887005936932484,0
CRISPR.UMUC3,ScreenBEAM,HTR3D,0.05621290408441658,0
CRISPR.UMUC3,ScreenBEAM,OR52E8,0.04056883533985441,0
CRISPR.UMUC3,ScreenBEAM,TAS2R9,0.0427557727421646,0
CRISPR.UMUC3,ScreenBEAM,TRIM42,0.03855622282690578,0
CRISPR.UMUC3,sgRSEA,TGM6,-4.2159515780316745,0
CRISPR.UMUC3,sgRSEA,TRIM42,-3.1375192019470743,0
CRISPR.UMUC3,sgRSEA,FAM71B,-3.0606841201064188,0
CRISPR.UMUC3,sgRSEA,OR52E8,-2.955975104556796,0
CRISPR.UMUC3,sgRSEA,TAS2R9,-2.928906250847395,0
CRISPR.UMUC3,sgRSEA,NLRP5,-2.8759771528593245,0
CRISPR.UMUC3,sgRSEA,HTR3D,-2.705122840786488,0
CRISPR.UMUC3,sgRSEA,ABCG8,-2.6891208169640546,0
CRISPR.UMUC3,sgRSEA,DEFB129,-2.6411071621410946,0
CRISPR.UMUC3,sgRSEA,SPATA16,-2.5926584079303345,0
CRISPR.UMUC3,sgRSEA,LUZP4,-2.5582484601512663,0
CRISPR.UMUC3,sgRSEA,OLIG2,-2.5388807222033507,0
CRISPR.UMUC3,sgRSEA,VN1R2,-2.5000608400214217,0
CRISPR.UMUC3,sgRSEA,SAGE1,-2.4346567585640835,0
CRISPR.UMUC3,sgRSEA,TAAR1,-2.4247843042725026,0
CRISPR.UMUC3,sgRSEA,TAAR8,-2.4226573987179836,0
CRISPR.UMUC3,sgRSEA,CRYGB,-2.4145943902978937,0
CRISPR.UMUC3,sgRSEA,NPSR1,-2.3750515309734475,0
CRISPR.UMUC3,sgRSEA,MAGEB3,-2.3636395824241947,0
CRISPR.UMUC3,sgRSEA,RXFP2,-2.3280669339438247,0
CRISPR.UMUC3,sgRSEA,POU4F2,-2.2755938031830687,0
CRISPR.UMUC3,sgRSEA,CYP7A1,-2.222712918429819,0
CRISPR.UMUC3,sgRSEA,OTUD6A,-2.1997816507255066,0
CRISPR.UMUC3,sgRSEA,OR12D2,-2.193902771189254,0
CRISPR.UMUC3,sgRSEA,PLA2G2E,-2.1795215649688737,0
CRISPR.UMUC3,sgRSEA,TAS2R13,-2.167237089551312,0
CRISPR.UMUC3,sgRSEA,RPS24,-2.1026377695100478,1
CRISPR.UMUC3,sgRSEA,CABP5,-2.0525063173046765,0
CRISPR.UMUC3,sgRSEA,DMRTB1,-2.047739058095294,0
CRISPR.UMUC3,sgRSEA,OC90,-2.0092368327673467,0
CRISPR.UMUC3,sgRSEA,IL22,-1.9247790535738936,0
CRISPR.UMUC3,sgRSEA,NPHS2,-1.9234957527224887,0
CRISPR.UMUC3,sgRSEA,OR9Q2,-1.9039230087654433,0
CRISPR.UMUC3,sgRSEA,LHX5,-1.8714832637022287,0
CRISPR.UMUC3,sgRSEA,ADH7,-1.861087289281647,0
CRISPR.UMUC3,sgRSEA,RPTN,-1.843179518387626,0
CRISPR.UMUC3,sgRSEA,KRT77,-1.8344254689413961,0
CRISPR.UMUC3,sgRSEA,PIWIL3,-1.7718721392649583,0
CRISPR.UMUC3,sgRSEA,FCRL4,-1.7555728467119605,0
CRISPR.UMUC3,sgRSEA,IL1F10,-1.707140031587573,0
CRISPR.UMUC3,sgRSEA,DMRTC2,-1.6614377362243622,0
CRISPR.UMUC3,sgRSEA,KRT9,-1.6313183494872951,0
CRISPR.UMUC3,sgRSEA,TPH2,-1.6247299094264804,0
CRISPR.UMUC3,sgRSEA,KRT74,-1.5360959351167065,0
CRISPR.UMUC3,sgRSEA,RNASE9,-1.4519448261534935,0
CRISPR.UMUC3,sgRSEA,MRGPRD,-1.3939618669741174,0
CRISPR.UMUC3,sgRSEA,RPS7,-1.3650822147294517,1
CRISPR.UMUC3,sgRSEA,KRT25,-1.307280065632088,0
CRISPR.UMUC3,sgRSEA,LYZL6,-1.2578738695343188,0
CRISPR.UMUC3,sgRSEA,NUP98,0.08002803088228498,1
CRISPR.UMUC3,sgRSEA,COPS8,0.14821140830467586,1
CRISPR.UMUC3,sgRSEA,RPS27,0.44541541908779636,1
CRISPR.UMUC3,sgRSEA,RPL27,0.4780372436523894,1
CRISPR.UMUC3,sgRSEA,RPL3,0.5370491136897838,1
CRISPR.UMUC3,sgRSEA,PSMD1,0.6837402704147739,1
CRISPR.UMUC3,sgRSEA,COPS6,0.7111501399885979,1
CRISPR.UMUC3,sgRSEA,NUP133,0.8364631315564508,1
CRISPR.UMUC3,sgRSEA,RPS3A,0.8600678290802188,1
CRISPR.UMUC3,sgRSEA,RPL6,0.8938137079649402,1
CRISPR.UMUC3,sgRSEA,COPZ1,0.9074981223189426,1
CRISPR.UMUC3,sgRSEA,RPL30,0.914483822742968,1
CRISPR.UMUC3,sgRSEA,NUP205,0.9800579489750131,1
CRISPR.UMUC3,sgRSEA,POLA1,1.004699835128892,1
CRISPR.UMUC3,sgRSEA,NUP54,1.0953124033252788,1
CRISPR.UMUC3,sgRSEA,PSMB3,1.1227024729470565,1
CRISPR.UMUC3,sgRSEA,RPL5,1.14791747033213,1
CRISPR.UMUC3,sgRSEA,PSMC2,1.3027747521000403,1
CRISPR.UMUC3,sgRSEA,PSMC4,1.3084196376913368,1
CRISPR.UMUC3,sgRSEA,COPS2,1.315524018564723,1
CRISPR.UMUC3,sgRSEA,POLR2F,1.3768697680254547,1
CRISPR.UMUC3,sgRSEA,PSMA3,1.3965395170398058,1
CRISPR.UMUC3,sgRSEA,RPS11,1.434616878304505,1
CRISPR.UMUC3,sgRSEA,POLR2A,1.5214115839763311,1
